,Key,Team,League,Season,Rank,Games,Wins,Draws,Losses,Points,GoalsFor,GoalsAgainst,GoalDifference,Goals,Possession,PassSuccess,CrossesPerGame,ThroughBallsPerGame,LongBallsPerGame,ShortPassesPerGame,OpenPlayGoals,CounterAttackGoals,SetPieceGoals,PenaltyGoals,OwnGoals,TotalTacklesPerGame,DribbledPastPerGame,TotalAttemptedTacklesPerGame,InterceptionsPerGame,FouledPerGame,FoulsPerGame,YellowCardPerGame,RedCardPerGame,OffsidesPerGame,ClearancesPerGame,ShotsBlockedPerGame,CrossesBlockedPerGame,TiotalSavesPerGame,SixYardSavesPerGame,PenaltyAreaSavesPerGame,OutOfBoxSavesPerGame,TotalShotsPerGame,OutOfBoxShotsPerGame,SixYardBoxShotsPerGame,PenaltyAreaShotsPerGame,GoalsPerGame,SixYardGoalsPerGame,PenaltyAreaGoalsPerGame,OutOfBoxGoalsPerGame,UnsuccessfulDribblesPerGame,SuccessfulDribblesPerGame,TotalDribblesPerGame,DisspossedPergame,TotalAerialDuelsPerGame,AerialDuelsWonPerGame,AerialDuelsLostPerGame,TotalPassesPerGame,AccurateLongBallsPerGame,InAccurateLongBallsPerGame,AccShortPassesPerGame,InAccurateShortPassesPerGame,TotalKeyPassesPerGame,LongKeyPassesPerGame,ShortKeyPassesPerGame,CrossAssistPerGame,CornerAssistPerGame,ThroughballAssistPerGame,FreekickAssistPerGame,ThrowInAssistPergame,OtherAssistPerGame,TotalAssistPerGame,ShotsOnTarget,ShotsOnTargetAgainst,ShotsOnTargetPer90,ShotsOnTargetAgainstPer90,Touches,TouchesDefPen,TouchesDefThird,TouchesMidThird,TouchesAttThird,TouchesAttPen,LiveTouches,NumOfPlayersDribbledPast,Nutmegs,Controlled,DistMovedWithBall,ProgressiveDistMoved,ProgC,ProgressiveIntoFinalThird,ProgressiveInto18Yard,Miscontrols,MiscontrolsAfterTackle,ProgressivePassReceived
123,Manchester City DL 2015/2016,Manchester City,Premier League,2015/2016,4.0,38.0,19.0,9.0,10.0,66.0,71.0,41.0,30.0,71,55.2,83.1,23,2,56,487,47,5,14,5,0,19.2,12.6,31.7,16.6,10.1,10.8,1.6,0.0,1.7,24.7,1.7,2.2,2.3,0.1,1.3,0.9,16.2,6.1,1.1,8.9,1.9,0.3,1.2,0.4,7.1,12.0,19.1,14.6,29.7,15.7,14.0,539.2,26.5,28.3,421.7,62.7,12.6,1.6,11.0,0.4,0.2,0.2,0.1,0.0,0.7,1.4,210,125,5.526315789,3.289473684,,,,,,,,,,,,,,,,,,
124,West Ham DL 2015/2016,West Ham,Premier League,2015/2016,7.0,38.0,16.0,14.0,8.0,62.0,65.0,51.0,14.0,67,49.1,77.6,21,1,70,332,42,2,16,4,1,18.7,9.7,28.4,17.5,11.8,10.1,1.5,0.1,2.2,26.4,4.2,3.0,2.9,0.2,1.7,1.1,14.7,6.0,1.2,7.5,1.8,0.3,1.1,0.3,9.2,10.4,19.6,10.2,33.9,17.7,16.2,395.6,31.4,36.2,275.7,52.3,11.2,2.5,8.7,0.3,0.0,0.1,0.1,0.1,0.4,1.0,186,162,4.894736842,4.263157895,,,,,,,,,,,,,,,,,,
125,Southampton DL 2015/2016,Southampton,Premier League,2015/2016,6.0,38.0,18.0,9.0,11.0,63.0,59.0,41.0,18.0,57,49.3,77.7,25,1,67,355,38,3,13,3,2,18.8,8.7,27.5,18.6,9.6,11.0,1.5,0.2,2.6,29.0,3.6,3.2,2.4,0.1,1.4,0.8,13.7,4.8,1.0,7.9,1.5,0.4,0.9,0.2,4.8,7.1,11.9,11.2,36.3,19.3,17.0,418.5,31.6,34.4,293.4,59.1,10.6,1.8,8.8,0.5,0.1,0.1,0.0,0.0,0.6,1.2,165,133,4.3421052630000005,3.5,,,,,,,,,,,,,,,,,,
126,Liverpool DL 2015/2016,Liverpool,Premier League,2015/2016,8.0,38.0,16.0,12.0,10.0,60.0,63.0,50.0,13.0,63,55.0,80.2,21,2,63,460,44,1,15,2,1,22.9,10.2,33.1,14.5,9.9,11.1,1.6,0.1,2.4,22.9,2.9,2.4,2.1,0.1,1.2,0.8,16.6,7.6,0.8,8.1,1.7,0.3,1.0,0.4,7.1,10.8,17.9,14.8,32.6,16.5,16.0,519.0,30.0,32.3,386.5,70.2,13.1,1.7,11.4,0.3,0.1,0.2,0.1,0.0,0.8,1.3,199,130,5.236842105,3.421052632,,,,,,,,,,,,,,,,,,
127,Everton DL 2015/2016,Everton,Premier League,2015/2016,11.0,38.0,11.0,14.0,13.0,47.0,59.0,55.0,4.0,58,51.5,81.4,21,2,73,405,41,3,8,4,3,19.2,9.7,28.9,13.4,10.8,8.3,1.2,0.1,1.4,26.1,4.2,3.9,3.3,0.2,1.6,1.5,12.9,5.1,0.9,6.9,1.5,0.2,1.1,0.2,7.7,11.7,19.4,11.9,27.2,12.9,14.3,472.2,36.4,35.8,347.8,52.3,9.6,1.8,7.8,0.4,0.1,0.2,0.0,0.0,0.6,1.1,174,179,4.578947368,4.710526316,,,,,,,,,,,,,,,,,,
128,Chelsea DL 2015/2016,Chelsea,Premier League,2015/2016,10.0,38.0,12.0,14.0,12.0,50.0,59.0,53.0,6.0,58,54.4,82.5,20,2,62,461,39,1,11,4,4,20.8,10.8,31.6,13.6,12.6,10.6,1.5,0.1,2.4,20.8,3.6,2.6,3.2,0.1,1.8,1.2,13.8,5.4,0.9,7.5,1.5,0.2,0.9,0.3,9.3,12.3,21.6,10.9,28.2,14.1,14.2,517.5,30.3,30.5,396.5,60.2,10.6,1.4,9.3,0.2,0.1,0.2,0.1,0.0,0.6,1.0,172,172,4.526315789,4.526315789,,,,,,,,,,,,,,,,,,
129,Manchester United DL 2015/2016,Manchester United,Premier League,2015/2016,5.0,38.0,19.0,9.0,10.0,66.0,49.0,35.0,14.0,47,55.8,82.3,21,1,71,461,34,2,7,3,3,20.0,9.9,30.0,15.6,9.4,12.4,1.7,0.0,2.0,19.9,2.5,1.9,2.3,0.1,1.5,0.7,11.3,5.1,0.5,5.7,1.2,0.2,0.8,0.1,8.6,9.8,18.4,13.7,28.4,13.1,15.3,528.1,35.3,34.4,399.5,58.8,8.2,1.1,7.2,0.2,0.0,0.1,0.0,0.0,0.5,0.8,144,120,3.789473684,3.157894737,,,,,,,,,,,,,,,,,,
130,Watford DL 2015/2016,Watford,Premier League,2015/2016,13.0,38.0,12.0,9.0,17.0,45.0,40.0,50.0,-10.0,40,46.3,72.6,19,1,80,308,23,0,8,6,3,20.9,10.7,31.6,20.2,10.2,12.1,1.9,0.1,1.4,24.6,2.9,3.5,3.2,0.1,1.7,1.4,11.7,5.4,0.5,5.8,1.1,0.2,0.7,0.1,6.3,8.7,15.0,10.3,34.3,17.4,16.9,382.3,31.5,45.8,246.0,59.0,8.2,1.5,6.7,0.2,0.1,0.0,0.0,0.0,0.3,0.5,139,123,3.657894737,3.236842105,,,,,,,,,,,,,,,,,,
131,Crystal Palace DL 2015/2016,Crystal Palace,Premier League,2015/2016,15.0,38.0,11.0,9.0,18.0,42.0,39.0,51.0,-12.0,40,46.8,74.4,26,0,74,293,19,0,15,4,1,17.1,9.8,26.9,18.4,11.3,12.4,1.6,0.1,2.1,25.3,4.7,2.6,3.2,0.1,1.7,1.4,12.3,5.1,1.0,6.2,1.1,0.3,0.5,0.2,8.2,10.3,18.4,12.3,35.5,17.8,17.7,362.8,29.2,43.4,240.5,49.7,8.7,2.0,6.7,0.2,0.1,0.0,0.0,0.0,0.4,0.6,153,168,4.026315789,4.421052632,,,,,,,,,,,,,,,,,,
132,Sunderland DL 2015/2016,Sunderland,Premier League,2015/2016,17.0,38.0,9.0,12.0,17.0,39.0,48.0,62.0,-14.0,48,43.3,71.0,16,2,71,270,24,2,15,3,4,20.2,11.4,31.6,14.9,10.1,10.6,1.7,0.1,2.3,33.8,3.8,2.7,4.1,0.2,1.8,2.1,11.6,5.2,0.7,5.6,1.3,0.3,0.7,0.2,6.1,8.0,14.0,9.9,34.7,17.3,17.3,336.6,25.6,43.7,213.3,54.1,8.4,1.4,7.1,0.1,0.0,0.2,0.1,0.0,0.4,0.7,173,213,4.552631579,5.605263158,,,,,,,,,,,,,,,,,,
133,Swansea DL 2015/2016,Swansea,Premier League,2015/2016,12.0,38.0,12.0,11.0,15.0,47.0,42.0,52.0,-10.0,43,52.0,80.9,19,1,65,419,25,3,8,5,1,16.8,9.6,26.3,17.9,11.9,10.3,1.6,0.0,2.2,27.8,3.5,3.6,3.1,0.2,1.6,1.4,11.6,5.4,0.5,5.7,1.1,0.2,0.7,0.2,5.9,7.9,13.8,12.2,28.8,13.7,15.2,478.1,30.7,32.9,356.2,58.3,8.8,1.2,7.6,0.3,0.0,0.1,0.0,0.0,0.3,0.7,135,165,3.552631579,4.3421052630000005,,,,,,,,,,,,,,,,,,
134,Stoke DL 2015/2016,Stoke,Premier League,2015/2016,9.0,38.0,14.0,9.0,15.0,51.0,41.0,55.0,-14.0,41,50.0,79.1,18,2,63,371,29,0,6,5,1,18.7,10.7,29.3,15.2,10.1,11.0,1.3,0.1,2.7,21.7,3.9,2.8,3.2,0.1,2.0,1.1,11.0,5.3,0.7,5.1,1.1,0.3,0.6,0.2,7.7,10.6,18.3,9.4,30.9,16.4,14.5,430.1,28.3,34.3,311.9,55.5,8.3,1.1,7.3,0.4,0.0,0.1,0.1,0.0,0.3,0.8,127,175,3.342105263,4.6052631580000005,,,,,,,,,,,,,,,,,,
135,Newcastle DL 2015/2016,Newcastle,Premier League,2015/2016,18.0,38.0,9.0,10.0,19.0,37.0,44.0,65.0,-21.0,44,47.4,76.6,21,1,69,333,28,4,8,3,1,20.8,9.8,30.6,16.9,9.5,11.0,1.6,0.1,1.6,24.7,4.1,3.1,3.0,0.2,1.7,1.1,10.4,3.6,0.5,6.3,1.2,0.2,0.8,0.2,9.9,9.7,19.6,11.4,29.9,13.9,16.0,397.5,30.8,36.9,273.8,56.0,8.4,1.6,6.8,0.3,0.1,0.2,0.0,0.0,0.4,0.9,150,178,3.947368421,4.684210526,,,,,,,,,,,,,,,,,,
136,West Bromwich DL 2015/2016,West Bromwich,Premier League,2015/2016,14.0,38.0,10.0,13.0,15.0,43.0,34.0,48.0,-14.0,32,42.3,70.0,23,1,71,255,19,0,12,1,2,16.9,10.3,27.2,19.0,10.3,10.3,1.7,0.1,1.8,26.1,4.5,3.6,2.9,0.1,1.3,1.4,10.2,4.1,1.3,4.9,0.8,0.3,0.4,0.1,3.8,7.6,11.3,12.7,36.9,19.1,17.8,322.6,27.8,42.2,198.2,54.4,7.4,1.2,6.2,0.4,0.1,0.1,0.1,0.0,0.2,0.7,108,155,2.842105263,4.078947368,,,,,,,,,,,,,,,,,,
137,Bournemouth DL 2015/2016,Bournemouth,Premier League,2015/2016,16.0,38.0,11.0,9.0,18.0,42.0,45.0,67.0,-22.0,45,51.0,79.8,20,1,67,394,28,0,12,3,2,18.6,10.6,29.2,16.8,10.4,9.5,1.4,0.0,1.7,25.1,2.8,2.3,2.3,0.1,1.6,0.6,12.2,5.7,0.5,6.1,1.2,0.2,0.8,0.2,9.7,10.9,20.7,10.8,30.4,15.3,15.2,454.4,32.4,32.9,330.2,58.9,9.4,1.2,8.2,0.3,0.0,0.0,0.0,0.0,0.4,0.7,143,152,3.763157895,4.0,,,,,,,,,,,,,,,,,,
138,Aston Villa DL 2015/2016,Aston Villa,Premier League,2015/2016,20.0,38.0,3.0,8.0,27.0,17.0,27.0,76.0,-49.0,27,47.3,77.8,21,0,67,341,14,1,7,2,3,19.2,8.0,27.2,20.2,9.6,11.3,2.0,0.1,1.1,25.6,2.9,3.4,3.0,0.1,1.7,1.2,10.0,4.7,0.4,4.9,0.7,0.1,0.4,0.2,11.1,11.1,22.2,8.9,35.3,19.1,16.3,402.8,31.0,34.9,282.3,54.5,7.4,1.7,5.8,0.3,0.1,0.0,0.0,0.0,0.2,0.5,110,186,2.894736842,4.894736842,,,,,,,,,,,,,,,,,,
139,Norwich DL 2015/2016,Norwich,Premier League,2015/2016,19.0,38.0,9.0,7.0,22.0,34.0,39.0,67.0,-28.0,39,46.5,73.6,22,0,74,313,27,0,10,1,1,16.0,9.3,25.3,12.4,8.1,11.0,1.6,0.1,2.4,31.9,2.9,2.9,2.7,0.2,1.4,1.0,11.0,4.9,0.8,5.3,1.0,0.2,0.7,0.2,6.3,8.4,14.7,11.2,35.7,17.4,18.3,381.1,29.6,42.0,251.0,58.4,8.2,1.3,6.9,0.1,0.0,0.1,0.0,0.0,0.5,0.7,130,165,3.421052632,4.3421052630000005,,,,,,,,,,,,,,,,,,
140,Chelsea DL 2016/2017,Chelsea,Premier League,2016/2017,1.0,38.0,30.0,3.0,5.0,93.0,85.0,33.0,52.0,85,54.0,83.9,18,3,63,470,52,7,22,2,2,17.2,8.0,25.2,13.6,12.3,10.4,1.9,0.0,1.7,22.1,2.1,2.4,1.8,0.1,1.0,0.6,15.3,5.7,0.8,8.8,2.2,0.4,1.5,0.3,6.8,13.3,20.0,11.5,28.8,14.2,14.6,529.6,34.5,28.6,409.7,56.8,11.8,1.9,9.9,0.1,0.0,0.3,0.0,0.0,1.1,1.5,205,105,5.394736842,2.763157895,,,,,,,,,,,,,,,,,,
141,Tottenham DL 2016/2017,Tottenham,Premier League,2016/2017,2.0,38.0,26.0,8.0,4.0,86.0,86.0,26.0,60.0,86,57.4,82.5,20,1,72,464,61,3,13,7,2,17.4,8.3,25.7,8.3,12.0,11.4,1.6,0.0,1.9,26.4,2.6,1.8,2.2,0.1,1.4,0.7,17.6,8.2,1.2,8.2,2.3,0.5,1.4,0.3,8.7,11.9,20.7,12.7,28.4,15.0,13.3,530.3,39.8,30.3,397.7,62.5,13.3,1.8,11.5,0.3,0.1,0.1,0.1,0.0,1.1,1.6,257,110,6.763157895,2.894736842,,,,,,,,,,,,,,,,,,
142,Manchester City DL 2016/2017,Manchester City,Premier League,2016/2017,3.0,38.0,23.0,9.0,6.0,78.0,80.0,39.0,41.0,80,60.9,85.5,21,3,53,548,51,6,11,7,5,16.9,10.8,27.6,13.1,11.2,10.4,1.9,0.1,2.3,23.8,1.8,1.7,1.7,0.1,0.9,0.7,16.7,6.3,1.3,9.0,2.1,0.4,1.4,0.2,6.9,13.2,20.2,12.2,29.5,15.4,14.1,597.6,26.4,26.1,484.8,60.3,12.8,1.5,11.3,0.3,0.1,0.2,0.1,0.0,0.9,1.4,215,105,5.657894737,2.763157895,,,,,,,,,,,,,,,,,,
143,Manchester United DL 2016/2017,Manchester United,Premier League,2016/2017,6.0,38.0,18.0,15.0,5.0,69.0,54.0,29.0,25.0,54,55.0,84.2,23,3,65,471,41,3,7,3,0,18.2,9.6,27.7,15.3,11.6,13.1,2.1,0.1,2.6,29.2,2.6,2.2,2.2,0.1,1.1,1.1,15.6,6.5,1.2,7.9,1.4,0.3,0.9,0.2,7.3,10.6,17.9,10.3,29.9,16.4,13.6,532.8,34.2,29.6,414.4,54.5,11.9,1.6,10.3,0.2,0.1,0.2,0.0,0.0,0.7,1.1,207,116,5.447368421,3.052631579,,,,,,,,,,,,,,,,,,
144,Arsenal DL 2016/2017,Arsenal,Premier League,2016/2017,5.0,38.0,23.0,6.0,9.0,75.0,77.0,44.0,33.0,77,56.5,83.8,18,3,53,515,55,2,12,4,4,17.7,9.6,27.3,14.2,10.2,10.5,1.8,0.1,2.5,22.0,2.5,2.3,3.2,0.2,1.9,1.1,14.9,4.9,1.1,8.9,2.0,0.6,1.2,0.2,6.0,12.1,18.0,12.3,32.4,16.7,15.7,563.1,25.7,26.3,446.0,65.1,11.4,1.3,10.1,0.3,0.1,0.2,0.0,0.0,0.9,1.4,201,167,5.289473684,4.394736842,,,,,,,,,,,,,,,,,,
145,Liverpool DL 2016/2017,Liverpool,Premier League,2016/2017,4.0,38.0,22.0,10.0,6.0,76.0,78.0,42.0,36.0,78,58.3,82.4,21,2,68,524,55,2,13,7,1,18.9,10.5,29.4,10.8,9.9,10.4,1.4,0.0,2.0,23.2,1.7,2.3,1.9,0.1,1.1,0.7,16.8,6.8,0.8,9.2,2.1,0.3,1.4,0.3,7.8,10.9,18.7,12.4,38.3,17.3,21.0,586.4,32.3,35.2,451.1,67.8,13.2,1.6,11.6,0.4,0.1,0.1,0.0,0.0,0.9,1.4,236,114,6.210526316,3.0,,,,,,,,,,,,,,,,,,
146,Everton DL 2016/2017,Everton,Premier League,2016/2017,7.0,38.0,17.0,10.0,11.0,61.0,62.0,44.0,18.0,62,51.5,79.0,20,1,79,388,41,2,12,3,4,18.8,10.3,29.1,12.1,10.8,12.1,1.9,0.1,2.2,29.4,3.9,2.5,2.5,0.1,1.7,0.8,13.2,5.2,0.9,7.1,1.6,0.3,1.2,0.1,6.4,10.6,17.0,12.3,35.2,17.5,17.7,462.7,37.2,40.8,328.5,56.2,10.4,1.5,8.9,0.3,0.1,0.2,0.0,0.0,0.7,1.2,192,148,5.052631579,3.894736842,,,,,,,,,,,,,,,,,,
147,West Ham DL 2016/2017,West Ham,Premier League,2016/2017,11.0,38.0,12.0,9.0,17.0,45.0,47.0,64.0,-17.0,47,48.4,78.2,20,1,70,332,24,3,16,3,1,15.1,8.8,23.9,16.2,12.0,10.7,2.1,0.1,1.9,28.3,2.9,2.9,3.0,0.1,1.8,1.1,13.1,6.1,1.1,6.0,1.2,0.4,0.6,0.2,6.9,10.7,17.6,9.7,37.1,19.1,17.9,398.1,32.1,36.9,279.3,49.8,9.4,1.8,7.6,0.3,0.1,0.0,0.0,0.0,0.4,0.8,136,182,3.578947368,4.789473684,,,,,,,,,,,,,,,,,,
148,Southampton DL 2016/2017,Southampton,Premier League,2016/2017,8.0,38.0,12.0,10.0,16.0,46.0,41.0,48.0,-7.0,41,53.1,80.5,25,2,62,421,29,0,7,3,2,17.8,8.7,26.5,13.5,10.9,11.3,1.6,0.1,1.9,24.1,3.4,2.6,2.0,0.1,1.0,0.9,14.5,5.5,0.9,8.1,1.1,0.2,0.7,0.1,4.6,8.4,13.1,12.0,35.5,17.1,18.5,480.0,27.9,33.5,358.4,60.1,10.4,1.8,8.6,0.2,0.1,0.1,0.0,0.0,0.4,0.7,179,130,4.710526316,3.421052632,,,,,,,,,,,,,,,,,,
149,Stoke DL 2016/2017,Stoke,Premier League,2016/2017,13.0,38.0,11.0,11.0,16.0,44.0,41.0,56.0,-15.0,41,47.2,75.3,19,1,67,320,24,0,9,4,4,17.5,9.5,27.1,13.1,11.4,11.4,1.8,0.1,2.2,26.6,4.2,2.5,3.3,0.2,1.7,1.4,11.2,4.2,1.1,5.8,1.1,0.3,0.6,0.1,6.1,9.6,15.7,10.9,39.0,21.3,17.7,383.1,31.2,34.8,257.3,59.8,7.9,1.6,6.3,0.3,0.0,0.0,0.0,0.0,0.3,0.6,135,180,3.552631579,4.736842105,,,,,,,,,,,,,,,,,,
150,Crystal Palace DL 2016/2017,Crystal Palace,Premier League,2016/2017,14.0,38.0,12.0,5.0,21.0,41.0,50.0,63.0,-13.0,50,46.7,73.4,23,1,73,288,32,0,12,4,2,18.4,10.2,28.6,14.5,12.2,12.4,2.0,0.0,1.4,26.9,3.3,2.6,2.8,0.1,1.7,1.0,11.6,4.3,0.9,6.4,1.3,0.3,0.9,0.1,6.9,10.3,17.3,13.1,39.7,22.0,17.8,356.2,30.5,41.3,231.0,53.4,8.2,1.7,6.5,0.4,0.1,0.1,0.0,0.0,0.4,0.9,137,176,3.605263158,4.631578947,,,,,,,,,,,,,,,,,,
151,Bournemouth DL 2016/2017,Bournemouth,Premier League,2016/2017,9.0,38.0,12.0,10.0,16.0,46.0,55.0,67.0,-12.0,55,51.3,81.3,17,1,66,391,32,2,12,7,2,15.9,10.1,26.0,12.1,12.6,9.7,1.4,0.1,1.4,28.7,3.9,2.9,3.2,0.1,1.8,1.3,11.9,5.3,0.6,6.0,1.4,0.2,1.1,0.1,7.1,11.3,18.3,11.6,30.6,14.4,16.2,451.4,31.3,33.5,335.6,51.1,8.9,1.0,7.9,0.2,0.0,0.1,0.1,0.0,0.6,0.9,160,189,4.210526316,4.973684211,,,,,,,,,,,,,,,,,,
152,Middlesbrough DL 2016/2017,Middlesbrough,Premier League,2016/2017,19.0,38.0,5.0,13.0,20.0,28.0,27.0,53.0,-26.0,27,47.9,77.3,19,1,76,342,14,3,7,2,1,19.1,11.6,30.7,14.4,10.3,12.7,2.0,0.0,1.3,28.7,3.9,3.3,3.1,0.3,1.5,1.3,9.2,3.9,0.6,4.7,0.7,0.2,0.4,0.0,5.6,10.5,16.1,9.4,40.5,20.3,20.2,414.1,35.7,39.5,284.6,54.4,6.6,1.3,5.3,0.3,0.1,0.1,0.0,0.0,0.2,0.6,98,171,2.578947368,4.5,,,,,,,,,,,,,,,,,,
153,Burnley DL 2016/2017,Burnley,Premier League,2016/2017,16.0,38.0,11.0,7.0,20.0,40.0,39.0,55.0,-16.0,39,42.7,67.8,17,1,85,250,19,2,12,6,0,16.7,10.9,27.6,14.1,10.7,11.3,1.7,0.1,2.7,32.4,5.8,3.3,4.0,0.1,2.2,1.7,10.3,4.7,0.7,4.9,1.0,0.2,0.6,0.2,3.3,4.7,8.1,8.8,48.1,24.0,24.1,330.6,34.1,49.6,190.1,56.8,7.0,1.2,5.8,0.2,0.1,0.1,0.0,0.0,0.3,0.6,121,208,3.184210526,5.473684211,,,,,,,,,,,,,,,,,,
154,Leicester DL 2016/2017,Leicester,Premier League,2016/2017,12.0,38.0,12.0,8.0,18.0,44.0,48.0,63.0,-15.0,48,43.7,70.1,19,1,75,289,28,4,10,4,2,17.8,11.4,29.3,14.1,8.6,11.9,1.9,0.0,1.7,27.1,3.7,3.3,3.4,0.2,1.7,1.5,11.4,4.8,0.9,5.7,1.3,0.2,0.8,0.2,7.2,8.0,15.2,8.1,46.3,20.2,26.1,359.9,26.6,46.9,225.7,60.7,7.9,1.6,6.2,0.3,0.0,0.1,0.0,0.0,0.4,0.9,145,190,3.815789474,5.0,,,,,,,,,,,,,,,,,,
155,West Bromwich DL 2016/2017,West Bromwich,Premier League,2016/2017,10.0,38.0,12.0,9.0,17.0,45.0,43.0,51.0,-8.0,43,40.7,70.4,20,1,70,243,19,3,20,1,0,15.9,9.2,25.1,14.1,8.9,11.8,2.1,0.0,1.5,26.3,3.9,2.9,2.9,0.2,1.4,1.3,10.5,4.2,1.0,5.3,1.1,0.3,0.7,0.2,4.8,8.1,12.8,11.7,36.8,17.7,19.0,311.1,27.9,41.8,191.3,50.1,7.6,1.8,5.8,0.4,0.3,0.1,0.1,0.0,0.4,0.9,124,160,3.263157895,4.210526316,,,,,,,,,,,,,,,,,,
156,Swansea DL 2016/2017,Swansea,Premier League,2016/2017,15.0,38.0,12.0,5.0,21.0,41.0,45.0,70.0,-25.0,45,48.3,78.9,23,0,69,361,24,1,17,3,0,16.7,10.3,27.1,12.0,11.0,10.6,1.5,0.0,1.3,27.2,3.6,2.5,3.1,0.2,1.6,1.4,10.7,4.2,0.8,5.8,1.2,0.3,0.7,0.1,5.7,8.3,14.0,11.8,35.4,17.8,17.5,424.5,34.0,33.9,300.8,55.8,7.9,1.4,6.5,0.4,0.1,0.1,0.1,0.0,0.4,0.8,145,179,3.815789474,4.710526316,,,,,,,,,,,,,,,,,,
157,Watford DL 2016/2017,Watford,Premier League,2016/2017,17.0,38.0,11.0,7.0,20.0,40.0,40.0,68.0,-28.0,40,47.0,74.0,18,1,71,304,25,0,11,3,1,16.2,9.7,26.0,13.5,10.7,13.6,2.2,0.1,1.6,26.7,3.7,3.0,3.2,0.1,1.8,1.3,11.1,5.0,0.6,5.5,1.1,0.2,0.7,0.1,7.0,8.9,15.9,10.3,39.1,19.1,20.0,369.7,28.6,39.8,245.0,56.2,7.9,1.6,6.3,0.3,0.1,0.0,0.1,0.0,0.4,0.7,143,187,3.763157895,4.921052632,,,,,,,,,,,,,,,,,,
158,Sunderland DL 2016/2017,Sunderland,Premier League,2016/2017,20.0,38.0,6.0,6.0,26.0,24.0,29.0,69.0,-40.0,29,42.8,72.6,16,1,69,260,18,0,5,5,1,16.6,9.1,25.7,14.4,10.2,11.5,2.1,0.1,2.1,30.8,4.5,3.5,4.6,0.1,2.3,2.2,10.2,4.4,0.6,5.1,0.8,0.1,0.5,0.1,5.0,8.4,13.4,10.3,31.5,16.2,15.3,325.2,27.6,40.7,208.6,48.4,7.0,1.1,5.9,0.0,0.0,0.1,0.0,0.0,0.2,0.3,122,248,3.210526316,6.526315789,,,,,,,,,,,,,,,,,,
159,Hull DL 2016/2017,Hull,Premier League,2016/2017,18.0,38.0,9.0,7.0,22.0,34.0,37.0,80.0,-43.0,37,46.7,77.4,20,1,71,344,16,3,14,3,1,16.6,10.0,26.7,14.9,10.0,10.6,1.8,0.1,1.9,29.1,4.9,2.8,3.5,0.2,1.8,1.5,10.4,4.3,0.7,5.4,1.0,0.2,0.6,0.1,4.1,6.9,11.0,10.5,32.4,15.5,16.9,410.7,28.8,40.8,289.0,52.0,7.2,1.6,5.6,0.1,0.0,0.1,0.1,0.0,0.5,0.7,126,214,3.315789474,5.631578947,,,,,,,,,,,,,,,,,,
160,Manchester City DL 2017/2018,Manchester City,Premier League,2017/2018,1.0,38.0,32.0,4.0,2.0,100.0,106.0,27.0,79.0,106,66.4,89.0,18,3,48,699,78,4,15,6,3,14.8,9.6,24.4,9.1,9.3,9.1,1.6,0.1,1.8,15.5,1.4,1.2,1.6,0.1,1.0,0.5,17.5,6.7,1.5,9.3,2.8,0.7,1.7,0.3,6.0,13.2,19.3,10.7,25.1,13.8,11.3,743.2,28.3,18.4,633.3,63.2,13.2,1.4,11.8,0.5,0.1,0.3,0.0,0.0,1.4,2.2,255,82,6.710526316,2.157894737,896.1,52.4,198.6,489.9,266.1,37.7,851.5,11.9,0.58,636.9,3119.5,1821.9,83.2,24.2,7.61,12.8,13.3,53.7
161,Liverpool DL 2017/2018,Liverpool,Premier League,2017/2018,4.0,38.0,21.0,12.0,5.0,75.0,84.0,38.0,46.0,84,58.0,83.8,20,3,63,546,60,9,11,2,2,16.8,8.6,25.3,10.0,8.0,9.1,1.2,0.0,1.8,19.4,1.9,1.9,1.7,0.1,1.0,0.7,16.8,6.5,1.2,9.1,2.2,0.4,1.5,0.2,5.6,11.6,17.2,11.8,33.1,15.7,17.4,604.3,31.1,31.2,475.0,66.9,12.9,1.8,11.1,0.3,0.1,0.1,0.0,0.0,1.1,1.5,228,96,6.0,2.526315789,768.5,53.7,202.3,412.6,203.8,32.9,722.2,12.8,0.66,523.0,2654.0,1480.9,63.7,18.3,5.47,14.6,12.8,51.5
162,Manchester United DL 2017/2018,Manchester United,Premier League,2017/2018,2.0,38.0,25.0,6.0,7.0,81.0,68.0,28.0,40.0,68,53.9,83.6,20,2,62,470,48,4,14,1,1,14.8,10.1,24.9,12.7,11.1,10.7,1.7,0.0,2.3,22.4,2.9,2.1,3.1,0.1,1.7,1.2,13.5,5.6,1.2,6.7,1.8,0.3,1.1,0.3,7.1,12.3,19.4,10.5,30.0,16.6,13.4,528.0,30.2,30.6,411.0,56.2,9.9,1.2,8.8,0.4,0.0,0.1,0.1,0.0,0.9,1.4,176,143,4.631578947,3.763157895,692.6,61.2,190.4,357.4,187.5,26.6,645.7,12.8,1.03,455.0,2285.4,1276.1,57.4,16.2,5.18,12.6,13.9,37.8
